Entity,Code,Day,cum_excess_proj_all_ages
Lithuania,LTU,2020-07-19,529.1
Lithuania,LTU,2020-07-26,595
Lithuania,LTU,2020-08-02,669.5
Lithuania,LTU,2020-08-09,724.4
Lithuania,LTU,2020-08-16,820.9
Lithuania,LTU,2020-08-23,954.6
Lithuania,LTU,2020-08-30,1022.5
Lithuania,LTU,2020-09-06,1066.8
Lithuania,LTU,2020-09-13,1190.5
Lithuania,LTU,2020-09-20,1263.8
Lithuania,LTU,2020-09-27,1379.3
Lithuania,LTU,2020-10-04,1434.4
Lithuania,LTU,2020-10-11,1530.9
Lithuania,LTU,2020-10-18,1637
Lithuania,LTU,2020-10-25,1758.3
Lithuania,LTU,2020-11-01,1906.2
Lithuania,LTU,2020-11-08,2091.3
Lithuania,LTU,2020-11-15,2343.4
Lithuania,LTU,2020-11-22,2743.9
Lithuania,LTU,2020-11-29,3151
Lithuania,LTU,2020-12-06,3666.5
Lithuania,LTU,2020-12-13,4189.6
Lithuania,LTU,2020-12-20,4825.9
Lithuania,LTU,2020-12-27,5446.4
Lithuania,LTU,2021-01-03,6014.9
Lithuania,LTU,2021-01-10,6394.8
Lithuania,LTU,2021-01-17,6759.1
Lithuania,LTU,2021-01-24,6985
Lithuania,LTU,2021-01-31,7220.7
Lithuania,LTU,2021-02-07,7336
Lithuania,LTU,2021-02-14,7483.3
Lithuania,LTU,2021-02-21,7588
Lithuania,LTU,2021-02-28,7529.7
Lithuania,LTU,2021-03-07,7582
Lithuania,LTU,2021-03-14,7697.5
Lithuania,LTU,2021-03-21,7756
Lithuania,LTU,2021-03-28,7837.5
Lithuania,LTU,2021-04-04,7876
Lithuania,LTU,2021-04-11,8027.3
Lithuania,LTU,2021-04-18,8136.2
Lithuania,LTU,2021-04-25,8273.9
Lithuania,LTU,2021-05-02,8384.6
Lithuania,LTU,2021-05-09,8572.5
Lithuania,LTU,2021-05-16,8727.6
Lithuania,LTU,2021-05-23,8881.3
Lithuania,LTU,2021-05-30,8975.8
Lithuania,LTU,2021-06-06,9104.3
Lithuania,LTU,2021-06-13,9231.2
Lithuania,LTU,2021-06-20,9383.5
Lithuania,LTU,2021-06-27,9646.6
Lithuania,LTU,2021-07-04,9663.5
Lithuania,LTU,2021-07-11,9845.8
Lithuania,LTU,2021-07-18,10066.7
Lithuania,LTU,2021-07-25,10112
Lithuania,LTU,2021-08-01,10172.9
Lithuania,LTU,2021-08-08,10251.4
Lithuania,LTU,2021-08-15,10368.3
Lithuania,LTU,2021-08-22,10533.8
Lithuania,LTU,2021-08-29,10697.5
Lithuania,LTU,2021-09-05,10822.4
Lithuania,LTU,2021-09-12,11061.7
Lithuania,LTU,2021-09-19,11345.4
Lithuania,LTU,2021-09-26,11676.7
Lithuania,LTU,2021-10-03,12028.2
Lithuania,LTU,2021-10-10,12349.3
Lithuania,LTU,2021-10-17,12746.8
Lithuania,LTU,2021-10-24,13067.9
Lithuania,LTU,2021-10-31,13457.2
Lithuania,LTU,2021-11-07,13804.1
Lithuania,LTU,2021-11-14,14149.2
Lithuania,LTU,2021-11-21,14433.3
Lithuania,LTU,2021-11-28,14732.8
Lithuania,LTU,2021-12-05,14999.9
Lithuania,LTU,2021-12-12,15256.4
Lithuania,LTU,2021-12-19,15567.5
Lithuania,LTU,2021-12-26,15914.8
Lithuania,LTU,2022-01-02,16046.3
Lithuania,LTU,2022-01-09,16219.1
Lithuania,LTU,2022-01-16,16366.3
Lithuania,LTU,2022-01-23,16498.1
Lithuania,LTU,2022-01-30,16583.7
Lithuania,LTU,2022-02-06,16637.9
Lithuania,LTU,2022-02-13,16854.1
Luxembourg,LUX,2020-01-05,-30.6
Luxembourg,LUX,2020-01-12,-46
Luxembourg,LUX,2020-01-19,-47.2
Luxembourg,LUX,2020-01-26,-56.2
Luxembourg,LUX,2020-02-02,-70.2
Luxembourg,LUX,2020-02-09,-83
Luxembourg,LUX,2020-02-16,-116
Luxembourg,LUX,2020-02-23,-127.2
Luxembourg,LUX,2020-03-01,-146.6
Luxembourg,LUX,2020-03-08,-162.4
Luxembourg,LUX,2020-03-15,-162.8
Luxembourg,LUX,2020-03-22,-167.6
Luxembourg,LUX,2020-03-29,-146.6
Luxembourg,LUX,2020-04-05,-145
Luxembourg,LUX,2020-04-12,-106.4
Luxembourg,LUX,2020-04-19,-103.2
Luxembourg,LUX,2020-04-26,-100.2
Luxembourg,LUX,2020-05-03,-108.8
Luxembourg,LUX,2020-05-10,-98
Luxembourg,LUX,2020-05-17,-95.2
Luxembourg,LUX,2020-05-24,-100.4
Luxembourg,LUX,2020-05-31,-98.4
Luxembourg,LUX,2020-06-07,-105
Luxembourg,LUX,2020-06-14,-115.4
Luxembourg,LUX,2020-06-21,-109.8
Luxembourg,LUX,2020-06-28,-117.4
Luxembourg,LUX,2020-07-05,-128.4
Luxembourg,LUX,2020-07-12,-141.6
Luxembourg,LUX,2020-07-19,-146.6
Luxembourg,LUX,2020-07-26,-156.2
Luxembourg,LUX,2020-08-02,-146
Luxembourg,LUX,2020-08-09,-133.4
Luxembourg,LUX,2020-08-16,-114.2
Luxembourg,LUX,2020-08-23,-115.2
Luxembourg,LUX,2020-08-30,-136
Luxembourg,LUX,2020-09-06,-131.8
Luxembourg,LUX,2020-09-13,-138.4
Luxembourg,LUX,2020-09-20,-124.6
Luxembourg,LUX,2020-09-27,-136.2
Luxembourg,LUX,2020-10-04,-137.2
Luxembourg,LUX,2020-10-11,-158.8
Luxembourg,LUX,2020-10-18,-152.4
Luxembourg,LUX,2020-10-25,-139.6
Luxembourg,LUX,2020-11-01,-132.6
Luxembourg,LUX,2020-11-08,-108.4
Luxembourg,LUX,2020-11-15,-76.4
Luxembourg,LUX,2020-11-22,-41.2
Luxembourg,LUX,2020-11-29,12.8
Luxembourg,LUX,2020-12-06,38.4
Luxembourg,LUX,2020-12-13,75.8
Luxembourg,LUX,2020-12-20,91.2
Luxembourg,LUX,2020-12-27,118.2
Luxembourg,LUX,2021-01-03,125.2
Luxembourg,LUX,2021-01-10,131.7
Luxembourg,LUX,2021-01-17,125.4
Luxembourg,LUX,2021-01-24,119.3
Luxembourg,LUX,2021-01-31,132.4
Luxembourg,LUX,2021-02-07,121.5
Luxembourg,LUX,2021-02-14,105.8
Luxembourg,LUX,2021-02-21,93.9
Luxembourg,LUX,2021-02-28,81.8
Luxembourg,LUX,2021-03-07,75.5
Luxembourg,LUX,2021-03-14,79.8
Luxembourg,LUX,2021-03-21,105.5
Luxembourg,LUX,2021-03-28,89.8
Luxembourg,LUX,2021-04-04,73.9
Luxembourg,LUX,2021-04-11,70.6
Luxembourg,LUX,2021-04-18,66.3
Luxembourg,LUX,2021-04-25,62.6
Luxembourg,LUX,2021-05-02,73.7
Luxembourg,LUX,2021-05-09,71.2
Luxembourg,LUX,2021-05-16,56.1
Luxembourg,LUX,2021-05-23,63
Luxembourg,LUX,2021-05-30,46.9
Luxembourg,LUX,2021-06-06,36
Luxembourg,LUX,2021-06-13,35.5
Luxembourg,LUX,2021-06-20,38.2
Luxembourg,LUX,2021-06-27,32.9
Luxembourg,LUX,2021-07-04,41.4
Luxembourg,LUX,2021-07-11,34.5
Luxembourg,LUX,2021-07-18,32.4
Luxembourg,LUX,2021-07-25,21.5
Luxembourg,LUX,2021-08-01,5
Luxembourg,LUX,2021-08-08,-2.7
Luxembourg,LUX,2021-08-15,-8
Luxembourg,LUX,2021-08-22,-24.7
Luxembourg,LUX,2021-08-29,-27.6
Luxembourg,LUX,2021-09-05,-30.3
Luxembourg,LUX,2021-09-12,-22
Luxembourg,LUX,2021-09-19,-29.5
Luxembourg,LUX,2021-09-26,-35.6
Luxembourg,LUX,2021-10-03,-35.1
Luxembourg,LUX,2021-10-10,-26
Luxembourg,LUX,2021-10-17,-50.5
Luxembourg,LUX,2021-10-24,-51
Luxembourg,LUX,2021-10-31,-23.1
Luxembourg,LUX,2021-11-07,-15
Luxembourg,LUX,2021-11-14,-4.7
Luxembourg,LUX,2021-11-21,-3.6
Luxembourg,LUX,2021-11-28,5.7
Luxembourg,LUX,2021-12-05,28.8
Luxembourg,LUX,2021-12-12,32.5
Luxembourg,LUX,2021-12-19,35
Luxembourg,LUX,2021-12-26,52.5
Luxembourg,LUX,2022-01-02,59.6
Macao,MAC,2020-01-31,-5
Macao,MAC,2020-02-29,7.6
Macao,MAC,2020-03-31,-5.6
Macao,MAC,2020-04-30,12.4
Macao,MAC,2020-05-31,1.2
Macao,MAC,2020-06-30,10.6
Macao,MAC,2020-07-31,18.8
Macao,MAC,2020-08-31,45
Macao,MAC,2020-09-30,70.2
Macao,MAC,2020-10-31,87.6
Macao,MAC,2020-11-30,110.2
Macao,MAC,2020-12-31,99
Macao,MAC,2021-01-31,106.1
Macao,MAC,2021-02-28,126.8
Macao,MAC,2021-03-31,135.7
Macao,MAC,2021-04-30,153.8
Macao,MAC,2021-05-31,160.7
Macao,MAC,2021-06-30,186.2
Macao,MAC,2021-07-31,187.5
Macao,MAC,2021-08-31,209.8
Macao,MAC,2021-09-30,226.1
Macao,MAC,2021-10-31,250.6
Macao,MAC,2021-11-30,263.3
Malaysia,MYS,2020-01-31,580.5
Malaysia,MYS,2020-02-29,76
Malaysia,MYS,2020-03-31,-841.7
Malaysia,MYS,2020-04-30,-2595.6
Malaysia,MYS,2020-05-31,-3932.5
Malaysia,MYS,2020-06-30,-5484
Malaysia,MYS,2020-07-31,-7249.3
Malaysia,MYS,2020-08-31,-8323
Malaysia,MYS,2020-09-30,-9340.9
Malaysia,MYS,2020-10-31,-10281.8
Malaysia,MYS,2020-11-30,-12121.7
Malaysia,MYS,2020-12-31,-13603.8
Malaysia,MYS,2021-01-31,-14039.6
Malaysia,MYS,2021-02-28,-15248.4
Malaysia,MYS,2021-03-31,-16575.4
Malaysia,MYS,2021-04-30,-17407.6
Malaysia,MYS,2021-05-31,-17847.8
Malaysia,MYS,2021-06-30,-18295.6
Malaysia,MYS,2021-07-31,-11612.2
Malaysia,MYS,2021-08-31,-3059.2
Malaysia,MYS,2021-09-30,1429.6
Maldives,MDV,2020-01-31,11.3
Maldives,MDV,2020-02-29,13.6
Maldives,MDV,2020-03-31,9.7
Maldives,MDV,2020-04-30,4.2
Maldives,MDV,2020-05-31,20.5
Maldives,MDV,2020-06-30,24.6
Maldives,MDV,2020-07-31,52.5
Maldives,MDV,2020-08-31,93.4
Maldives,MDV,2020-09-30,120.7
Maldives,MDV,2020-10-31,133.6
Maldives,MDV,2020-11-30,157.1
Maldives,MDV,2020-12-31,160.6
Malta,MLT,2020-01-05,-8.2
Malta,MLT,2020-01-12,-4.4
Malta,MLT,2020-01-19,-1.2
Malta,MLT,2020-01-26,-5.6
Malta,MLT,2020-02-02,-19.6
Malta,MLT,2020-02-09,-21.8
Malta,MLT,2020-02-16,-36.8
Malta,MLT,2020-02-23,-57
Malta,MLT,2020-03-01,-75.6
Malta,MLT,2020-03-08,-89.8
Malta,MLT,2020-03-15,-77.6
Malta,MLT,2020-03-22,-54.8
Malta,MLT,2020-03-29,-47.4
Malta,MLT,2020-04-05,-49.2
Malta,MLT,2020-04-12,-43.8
Malta,MLT,2020-04-19,-22.8
Malta,MLT,2020-04-26,-32.6
Malta,MLT,2020-05-03,-29.8
Malta,MLT,2020-05-10,-29
Malta,MLT,2020-05-17,-23.4
Malta,MLT,2020-05-24,-37.6
Malta,MLT,2020-05-31,-41.2
Malta,MLT,2020-06-07,-39
Malta,MLT,2020-06-14,-51.2
Malta,MLT,2020-06-21,-51
Malta,MLT,2020-06-28,-67.8
Malta,MLT,2020-07-05,-63.2
Malta,MLT,2020-07-12,-66.4
Malta,MLT,2020-07-19,-61.6
Malta,MLT,2020-07-26,-66.8
Malta,MLT,2020-08-02,-70.8
Malta,MLT,2020-08-09,-75.8
Malta,MLT,2020-08-16,-80.8
Malta,MLT,2020-08-23,-61
Malta,MLT,2020-08-30,-53
Malta,MLT,2020-09-06,-48.8
Malta,MLT,2020-09-13,-50.4
Malta,MLT,2020-09-20,-46.2
Malta,MLT,2020-09-27,-26.4
Malta,MLT,2020-10-04,-4
Malta,MLT,2020-10-11,1.2
Malta,MLT,2020-10-18,-5.4
Malta,MLT,2020-10-25,-3.6
Malta,MLT,2020-11-01,20
Malta,MLT,2020-11-08,40.8
Malta,MLT,2020-11-15,63.6
Malta,MLT,2020-11-22,83.2
Malta,MLT,2020-11-29,102.4
Malta,MLT,2020-12-06,135.4
Malta,MLT,2020-12-13,162.4
Malta,MLT,2020-12-20,196.6
Malta,MLT,2020-12-27,219.4
Malta,MLT,2021-01-03,218.2
Malta,MLT,2021-01-10,208.3
Malta,MLT,2021-01-17,201.4
Malta,MLT,2021-01-24,212.9
Malta,MLT,2021-01-31,211.8
Malta,MLT,2021-02-07,207.1
Malta,MLT,2021-02-14,205.2
Malta,MLT,2021-02-21,225.5
Malta,MLT,2021-02-28,237.6
Malta,MLT,2021-03-07,257.3
Malta,MLT,2021-03-14,276.4
Malta,MLT,2021-03-21,290.9
Malta,MLT,2021-03-28,294
Malta,MLT,2021-04-04,297.7
Malta,MLT,2021-04-11,285.2
Malta,MLT,2021-04-18,280.9
Malta,MLT,2021-04-25,271.2
Malta,MLT,2021-05-02,262.7
Malta,MLT,2021-05-09,259.8
Malta,MLT,2021-05-16,264.9
Malta,MLT,2021-05-23,272.8
Malta,MLT,2021-05-30,281.9
Malta,MLT,2021-06-06,262.6
Malta,MLT,2021-06-13,255.1
Malta,MLT,2021-06-20,252.2
Malta,MLT,2021-06-27,245.7
Malta,MLT,2021-07-04,272.2
Malta,MLT,2021-07-11,272.1
Malta,MLT,2021-07-18,281.2
Malta,MLT,2021-07-25,283.3
Malta,MLT,2021-08-01,276.4
Malta,MLT,2021-08-08,296.7
Malta,MLT,2021-08-15,319
Malta,MLT,2021-08-22,308.3
Malta,MLT,2021-08-29,321.4
Malta,MLT,2021-09-05,323.7
Malta,MLT,2021-09-12,327.2
Malta,MLT,2021-09-19,332.9
Malta,MLT,2021-09-26,322.4
Malta,MLT,2021-10-03,344.5
Malta,MLT,2021-10-10,347.2
Malta,MLT,2021-10-17,333.7
Malta,MLT,2021-10-24,350.4
Malta,MLT,2021-10-31,340.5
Malta,MLT,2021-11-07,343.4
Malta,MLT,2021-11-14,341.5
Malta,MLT,2021-11-21,347.6
Malta,MLT,2021-11-28,355.5
Malta,MLT,2021-12-05,359
Malta,MLT,2021-12-12,361.3
Malta,MLT,2021-12-19,372.6
Malta,MLT,2021-12-26,404.1
Malta,MLT,2022-01-02,392.2
Martinique,MTQ,2020-01-05,-15.9
Martinique,MTQ,2020-01-12,-24.4
Martinique,MTQ,2020-01-19,-26.9
Martinique,MTQ,2020-01-26,-44.2
Martinique,MTQ,2020-02-02,-40.1
Martinique,MTQ,2020-02-09,-41
Martinique,MTQ,2020-02-16,-54.7
Martinique,MTQ,2020-02-23,-58
Martinique,MTQ,2020-03-01,-77.5
Martinique,MTQ,2020-03-08,-70.6
Martinique,MTQ,2020-03-15,-79.3
Martinique,MTQ,2020-03-22,-79.4
Martinique,MTQ,2020-03-29,-81.1
Martinique,MTQ,2020-04-05,-69.8
Martinique,MTQ,2020-04-12,-61.9
Martinique,MTQ,2020-04-19,-58.8
Martinique,MTQ,2020-04-26,-69.5
Martinique,MTQ,2020-05-03,-70.6
Martinique,MTQ,2020-05-10,-54.9
Martinique,MTQ,2020-05-17,-54.2
Martinique,MTQ,2020-05-24,-64.5
Martinique,MTQ,2020-05-31,-59.2
Martinique,MTQ,2020-06-07,-79.7
Martinique,MTQ,2020-06-14,-80.4
Martinique,MTQ,2020-06-21,-66.1
Martinique,MTQ,2020-06-28,-72.2
Martinique,MTQ,2020-07-05,-80.3
Martinique,MTQ,2020-07-12,-81.4
Martinique,MTQ,2020-07-19,-86.3
Martinique,MTQ,2020-07-26,-93.2
Martinique,MTQ,2020-08-02,-99.3
Martinique,MTQ,2020-08-09,-107.2
Martinique,MTQ,2020-08-16,-103.5
Martinique,MTQ,2020-08-23,-103.8
Martinique,MTQ,2020-08-30,-100.1
Martinique,MTQ,2020-09-06,-102.4
Martinique,MTQ,2020-09-13,-75.5
Martinique,MTQ,2020-09-20,-40.4
Martinique,MTQ,2020-09-27,-21.3
Martinique,MTQ,2020-10-04,-14.8
Martinique,MTQ,2020-10-11,-4.1
Martinique,MTQ,2020-10-18,-0.999999999999997
Martinique,MTQ,2020-10-25,2.7
Martinique,MTQ,2020-11-01,8
Martinique,MTQ,2020-11-08,8.5
Martinique,MTQ,2020-11-15,30
Martinique,MTQ,2020-11-22,35.5
Martinique,MTQ,2020-11-29,34.6
Martinique,MTQ,2020-12-06,26.1
Martinique,MTQ,2020-12-13,29.2
Martinique,MTQ,2020-12-20,14.5
Martinique,MTQ,2020-12-27,7
Martinique,MTQ,2021-01-03,-9.5
Martinique,MTQ,2021-01-10,-4.3
Martinique,MTQ,2021-01-17,-9.7
Martinique,MTQ,2021-01-24,-19.1
Martinique,MTQ,2021-01-31,-28.3
Martinique,MTQ,2021-02-07,-28.1
Martinique,MTQ,2021-02-14,-43.9
Martinique,MTQ,2021-02-21,-49.5
Martinique,MTQ,2021-02-28,-60.7
Martinique,MTQ,2021-03-07,-76.1
Martinique,MTQ,2021-03-14,-73.1
Martinique,MTQ,2021-03-21,-76.7
Martinique,MTQ,2021-03-28,-85.7
Martinique,MTQ,2021-04-04,-88.3
Martinique,MTQ,2021-04-11,-83.9
Martinique,MTQ,2021-04-18,-88.9
Martinique,MTQ,2021-04-25,-83.7
Martinique,MTQ,2021-05-02,-86.3
Martinique,MTQ,2021-05-09,-78.3
Martinique,MTQ,2021-05-16,-92.5
Martinique,MTQ,2021-05-23,-95.7
Martinique,MTQ,2021-05-30,-82.9
Martinique,MTQ,2021-06-06,-71.5
Martinique,MTQ,2021-06-13,-69.9
Martinique,MTQ,2021-06-20,-69.5
Martinique,MTQ,2021-06-27,-52.1
Martinique,MTQ,2021-07-04,-58.1
Martinique,MTQ,2021-07-11,-52.1
Martinique,MTQ,2021-07-18,-49.1
Martinique,MTQ,2021-07-25,-36.9
Martinique,MTQ,2021-08-01,12.3
Martinique,MTQ,2021-08-08,120.3
Martinique,MTQ,2021-08-15,256.5
Martinique,MTQ,2021-08-22,402.3
Martinique,MTQ,2021-08-29,509.1
Martinique,MTQ,2021-09-05,624.9
Martinique,MTQ,2021-09-12,703.7
Martinique,MTQ,2021-09-19,742.7
Martinique,MTQ,2021-09-26,783.9
Martinique,MTQ,2021-10-03,807.1
Martinique,MTQ,2021-10-10,822.7
Martinique,MTQ,2021-10-17,852.5
Martinique,MTQ,2021-10-24,864.7
Martinique,MTQ,2021-10-31,879.5
Martinique,MTQ,2021-11-07,882.9
Martinique,MTQ,2021-11-14,890.5
Martinique,MTQ,2021-11-21,890.1
Martinique,MTQ,2021-11-28,914.7
Martinique,MTQ,2021-12-05,923.9
Martinique,MTQ,2021-12-12,934.5
Martinique,MTQ,2021-12-19,930.7
Martinique,MTQ,2021-12-26,947.1
Martinique,MTQ,2022-01-02,934.7
Martinique,MTQ,2022-01-09,945
Martinique,MTQ,2022-01-16,961.7
Mauritius,MUS,2020-01-31,-24.1
Mauritius,MUS,2020-02-29,-52
Mauritius,MUS,2020-03-31,-97.3
Mauritius,MUS,2020-04-30,-137.6
Mauritius,MUS,2020-05-31,-175.3
Mauritius,MUS,2020-06-30,-163
Mauritius,MUS,2020-07-31,-233.9
Mauritius,MUS,2020-08-31,-249.8
Mauritius,MUS,2020-09-30,-337.1
Mauritius,MUS,2020-10-31,-353.8
Mauritius,MUS,2020-11-30,-353.5
Mauritius,MUS,2020-12-31,-384.8
Mauritius,MUS,2021-01-31,-447.8
Mauritius,MUS,2021-02-28,-496.6
Mauritius,MUS,2021-03-31,-547.8
Mauritius,MUS,2021-04-30,-603
Mauritius,MUS,2021-05-31,-674.6
Mauritius,MUS,2021-06-30,-649.2
Mayotte,MYT,2020-01-05,-0.8
Mayotte,MYT,2020-01-12,0.4
Mayotte,MYT,2020-01-19,1.6
Mayotte,MYT,2020-01-26,-3.2
Mayotte,MYT,2020-02-02,-8.6
Mayotte,MYT,2020-02-09,3.6
Mayotte,MYT,2020-02-16,0.799999999999999
Mayotte,MYT,2020-02-23,10
Mayotte,MYT,2020-03-01,17
Mayotte,MYT,2020-03-08,15.2
Mayotte,MYT,2020-03-15,19.2
Mayotte,MYT,2020-03-22,27.8
Mayotte,MYT,2020-03-29,30
Mayotte,MYT,2020-04-05,46
Mayotte,MYT,2020-04-12,53
Mayotte,MYT,2020-04-19,72
Mayotte,MYT,2020-04-26,68.2
Mayotte,MYT,2020-05-03,77
Mayotte,MYT,2020-05-10,78.8
Mayotte,MYT,2020-05-17,92.2
Mayotte,MYT,2020-05-24,96.8
Mayotte,MYT,2020-05-31,106.6
Mayotte,MYT,2020-06-07,103.8
Mayotte,MYT,2020-06-14,110.2
Mayotte,MYT,2020-06-21,105.6
Mayotte,MYT,2020-06-28,104.6
Mayotte,MYT,2020-07-05,107.4
Mayotte,MYT,2020-07-12,112.6
Mayotte,MYT,2020-07-19,109.4
Mayotte,MYT,2020-07-26,110.6
Mayotte,MYT,2020-08-02,114.2
Mayotte,MYT,2020-08-09,115.6
Mayotte,MYT,2020-08-16,119.4
Mayotte,MYT,2020-08-23,124.4
Mayotte,MYT,2020-08-30,124.4
Mayotte,MYT,2020-09-06,120.8
Mayotte,MYT,2020-09-13,117.4
Mayotte,MYT,2020-09-20,121.2
Mayotte,MYT,2020-09-27,132.4
Mayotte,MYT,2020-10-04,128.4
Mayotte,MYT,2020-10-11,127
Mayotte,MYT,2020-10-18,126.4
Mayotte,MYT,2020-10-25,120
Mayotte,MYT,2020-11-01,116
Mayotte,MYT,2020-11-08,119.8
Mayotte,MYT,2020-11-15,120.6
Mayotte,MYT,2020-11-22,125.4
Mayotte,MYT,2020-11-29,122
Mayotte,MYT,2020-12-06,129.2
Mayotte,MYT,2020-12-13,134.2
Mayotte,MYT,2020-12-20,134.4
Mayotte,MYT,2020-12-27,142.4
Mayotte,MYT,2021-01-03,142.4
Mayotte,MYT,2021-01-10,154
Mayotte,MYT,2021-01-17,156.6
Mayotte,MYT,2021-01-24,161.2
Mayotte,MYT,2021-01-31,164.8
Mayotte,MYT,2021-02-07,170.8
Mayotte,MYT,2021-02-14,203.4
Mayotte,MYT,2021-02-21,234
Mayotte,MYT,2021-02-28,265.6
Mayotte,MYT,2021-03-07,288
Mayotte,MYT,2021-03-14,303.6
Mayotte,MYT,2021-03-21,308
Mayotte,MYT,2021-03-28,313
Mayotte,MYT,2021-04-04,316.6
Mayotte,MYT,2021-04-11,318
Mayotte,MYT,2021-04-18,319.4
Mayotte,MYT,2021-04-25,322.8
Mayotte,MYT,2021-05-02,321.4
Mayotte,MYT,2021-05-09,311.6
Mayotte,MYT,2021-05-16,321.8
Mayotte,MYT,2021-05-23,323.6
Mayotte,MYT,2021-05-30,324.6
Mayotte,MYT,2021-06-06,333.8
Mayotte,MYT,2021-06-13,328.4
Mayotte,MYT,2021-06-20,325.2
Mayotte,MYT,2021-06-27,324
Mayotte,MYT,2021-07-04,325.4
Mayotte,MYT,2021-07-11,327.6
Mayotte,MYT,2021-07-18,327.2
Mayotte,MYT,2021-07-25,327.4
Mayotte,MYT,2021-08-01,326
Mayotte,MYT,2021-08-08,319
Mayotte,MYT,2021-08-15,322.8
Mayotte,MYT,2021-08-22,328
Mayotte,MYT,2021-08-29,334.4
Mayotte,MYT,2021-09-05,332.8
Mayotte,MYT,2021-09-12,333.6
Mayotte,MYT,2021-09-19,341.6
Mayotte,MYT,2021-09-26,349.8
Mayotte,MYT,2021-10-03,358.4
Mayotte,MYT,2021-10-10,356.8
Mayotte,MYT,2021-10-17,364.8
Mayotte,MYT,2021-10-24,364.6
Mayotte,MYT,2021-10-31,360.6
Mayotte,MYT,2021-11-07,360
Mayotte,MYT,2021-11-14,366.2
Mayotte,MYT,2021-11-21,368.4
Mayotte,MYT,2021-11-28,366.6
Mayotte,MYT,2021-12-05,366.6
Mayotte,MYT,2021-12-12,370.2
Mayotte,MYT,2021-12-19,376.6
Mayotte,MYT,2021-12-26,394.2
Mayotte,MYT,2022-01-02,407.6
Mayotte,MYT,2022-01-09,413.6
Mayotte,MYT,2022-01-16,424.6
Mexico,MEX,2020-01-05,-78.5
Mexico,MEX,2020-01-12,176.4
Mexico,MEX,2020-01-19,27.1
Mexico,MEX,2020-01-26,-486.6
Mexico,MEX,2020-02-02,-1326.7
Mexico,MEX,2020-02-09,-1697
Mexico,MEX,2020-02-16,-2601.9
Mexico,MEX,2020-02-23,-3608.2
Mexico,MEX,2020-03-01,-4978.9
Mexico,MEX,2020-03-08,-5888.6
Mexico,MEX,2020-03-15,-6666.3
Mexico,MEX,2020-03-22,-8035.2
Mexico,MEX,2020-03-29,-8617.1
Mexico,MEX,2020-04-05,-9445
Mexico,MEX,2020-04-12,-9394.3
Mexico,MEX,2020-04-19,-8240.6
Mexico,MEX,2020-04-26,-5166.3
Mexico,MEX,2020-05-03,-287.6
Mexico,MEX,2020-05-10,6452.9
Mexico,MEX,2020-05-17,14824
Mexico,MEX,2020-05-24,23919.7
Mexico,MEX,2020-05-31,33363.4
Mexico,MEX,2020-06-07,43865.7
Mexico,MEX,2020-06-14,55156.2
Mexico,MEX,2020-06-21,66544.9
Mexico,MEX,2020-06-28,77877.4
Mexico,MEX,2020-07-05,89877.1
Mexico,MEX,2020-07-12,102809.6
Mexico,MEX,2020-07-19,115587.1
Mexico,MEX,2020-07-26,127605.4
Mexico,MEX,2020-08-02,138551.3
Mexico,MEX,2020-08-09,148769.4
Mexico,MEX,2020-08-16,157798.1
Mexico,MEX,2020-08-23,166047.2
Mexico,MEX,2020-08-30,173441.3
Mexico,MEX,2020-09-06,180059.4
Mexico,MEX,2020-09-13,185797.9
Mexico,MEX,2020-09-20,190716.4
Mexico,MEX,2020-09-27,196032.7
Mexico,MEX,2020-10-04,200585.6
Mexico,MEX,2020-10-11,205504.5
Mexico,MEX,2020-10-18,210342.4
Mexico,MEX,2020-10-25,215870.3
Mexico,MEX,2020-11-01,221870.6
Mexico,MEX,2020-11-08,228968.1
Mexico,MEX,2020-11-15,236144.6
Mexico,MEX,2020-11-22,243437.5
Mexico,MEX,2020-11-29,251135.6
Mexico,MEX,2020-12-06,259711.7
Mexico,MEX,2020-12-13,269450.6
Mexico,MEX,2020-12-20,280375.7
Mexico,MEX,2020-12-27,293484.8
Mexico,MEX,2021-01-03,309728.9
Mexico,MEX,2021-01-10,329119.9
Mexico,MEX,2021-01-17,355813.3
Mexico,MEX,2021-01-24,383868.5
Mexico,MEX,2021-01-31,404161.3
Mexico,MEX,2021-02-07,419702.7
Mexico,MEX,2021-02-14,430250.9
Mexico,MEX,2021-02-21,439544.5
Mexico,MEX,2021-02-28,447801.7
Mexico,MEX,2021-03-07,452796.5
Mexico,MEX,2021-03-14,457383.3
Mexico,MEX,2021-03-21,461003.1
Mexico,MEX,2021-03-28,464007.7
Mexico,MEX,2021-04-04,466501.3
Mexico,MEX,2021-04-11,469306.9
Mexico,MEX,2021-04-18,472052.1
Mexico,MEX,2021-04-25,474004.3
Mexico,MEX,2021-05-02,475288.1
Mexico,MEX,2021-05-09,476300.3
Mexico,MEX,2021-05-16,476994.3
Mexico,MEX,2021-05-23,477163.9
Mexico,MEX,2021-05-30,477206.1
Mexico,MEX,2021-06-06,477265.3
Mexico,MEX,2021-06-13,477580.1
Mexico,MEX,2021-06-20,478223.1
Mexico,MEX,2021-06-27,478715.3
Mexico,MEX,2021-07-04,479719.3
Mexico,MEX,2021-07-11,481457.5
Mexico,MEX,2021-07-18,484273.5
Mexico,MEX,2021-07-25,488928.5
Mexico,MEX,2021-08-01,495970.3
